,AF3,F3,T7,O1,P8,FC6,F8
0,17.780134056241064,15.10968633967155,36.045547465359206,19.07817882495584,83.71359238019822,24.706401190398168,23.587213718818404
1,24.465453780733032,12.681903267302655,15.415571509762932,6.505324463934456,13.533042125356301,15.403548853840286,31.474947187715554
2,27.976431367314834,25.81953094666802,24.881532886761445,23.570622538874716,27.210407196161366,27.84682841716715,40.94144641349146
3,17.867493868695934,13.503960686604149,9.48316694471063,16.506196671560964,19.462393452518246,14.992905126343764,21.74223903904899
4,16.422907586165245,9.924580619325098,8.2198848974251,9.358135718589494,9.150131132705027,15.307821895663613,12.103718335898774
5,44.66809217471629,13.891309638413041,19.983232836089815,8.733194094282874,11.34379425650008,17.818803863524693,37.057039228690634
6,42.02638383309773,17.406288324609495,13.317345810359734,11.048831606594954,19.57921436804732,15.699072390561772,27.63086376206635
7,21.82656996407617,10.588363259820143,22.175276697615462,13.866335992806937,20.039943485406315,21.623769153642424,26.156067451634033
8,42.347304604395255,10.909680303076538,12.18436835291948,1.7584915822254847,12.692702424451621,17.793889290642323,27.728109272333505
9,5.604769087296015,1.8604876563008341,10.22543611395899,6.7597215610512364,9.629181890334888,6.961272256139716,10.282471753042307
10,17.213107151388005,16.30767242645931,10.274798121034403,8.080163092568393,13.722104207341912,14.435285068464111,32.87128174317158
11,20.779605837920567,14.478001228132825,17.638954744310386,16.743316700913923,1.6992120228018948,18.97505131425783,24.191137794438585
12,33.57534431822906,19.272365660433312,29.55336808123952,24.15572765212748,37.25862848543684,25.170233983715605,36.61196824401949
20,16.002443817671026,7.854150088399867,29.065915691886023,18.696186207800316,55.31980141327115,11.70276064898845,18.445902206083577
21,12.687112467774227,10.18774643988919,10.621783780918154,5.099815262157875,10.964725058940228,18.6975138496765,20.90961246852083
22,15.16889775869076,12.487339049672306,20.944644828858845,11.319932939237118,15.140158953773923,16.21187474134641,114.30065916752478
23,12.921320530683023,11.040078059163662,8.401213996548757,11.0763599263263,10.792435328000689,11.629099475737133,14.872810312787474
24,16.308432246647907,13.405110498628494,13.72117800129973,8.79026839558112,12.936942287238855,14.30836207789392,15.503177207305741
25,38.04392920293543,11.684750823174967,17.355078451099523,8.112221352376409,14.990429589057095,16.009817554180785,35.82528621155814
26,37.18002635609066,21.623306592855094,24.7978086939376,15.028287099518053,24.008597049735307,21.36376936843178,35.60488508397019
27,20.89857367035851,11.375584044921291,20.39324606420498,91.08794363495943,16.58061234666256,19.911889000103084,18.932560643080325
28,52.760587140949696,9.605676138851853,14.26528356671025,2.120914557507981,13.67441917698358,20.985104449673237,24.847204776225958
29,8.238640250243185,1.9543893208288987,13.789893046530231,9.0418254134611,11.42679622843464,8.1094762619152,14.381471377940453
30,13.712349843967194,14.773336688678704,9.94979462339446,6.053193229904332,14.92815794884609,21.24896665074724,26.867585049075885
31,21.107036815476782,17.424386654726963,21.39547781771923,18.61269864529907,2.3712525001369436,19.317946564475232,18.541650445738558
32,49.06492315069143,26.938220441585692,100.65213956174411,34.04029902407837,61.20149046352518,35.293766289095934,69.54263869690881
